,0
susceptible,2
suspend,3
suspended,3
suspension,2
suspensions,1
sustain,3
sustainable,1
sustained,1
swap,10
swaps,9
swapscontract,3
sweetie,3
swingline,2
symbol,2
systems,23
table,57
tables,5
tailgate,2
taken,8
takeover,1
takeovers,1
takes,5
taking,2
talented,1
tank,1
tanks,2
target,5
targeted,3
targeting,2
targets,2
tax,159
tax4,1
tax42,1
tax5,1
taxable,3
taxation,1
taxed,1
taxes,47
taxes1,1
taxes141,2
taxes18,1
taxes223,1
taxes3,1
taxes651,1
taxes66,1
taxesthe,1
taxonomy,1
taxpayers,2
team,2
teams,2
tech,1
technical,18
technique,4
techniques,15
technological,4
technologies,13
technology,15
telecommunication,1
telephone,2
temperature,2
temporarily,1
temporary,2
tender,12
tenth,1
term,62
terminal,2
terminate,5
terminated,1
terminating,1
termination,9
terms,44
terms20item,1
terrorism,3
terrorist,5
test,5
testing,5
tet,3
tetcontract,1
texas,51
theft,1
therefrom,1
thereof,1
thereon,3
thereto,3
thereunto,1
therewith,1
thermal,4
things,12
thousand,3
thousands,53
threat,1
threatened,5
threats,11
thresholds,2
throughput,5
ticker,2
tier,7
tight,3
tightening,1
time,73
timely,7
times,8
timing,27
title,25
tons,2
took,1
tools,5
topic,11
topics,1
tornadoes,2
tortious,1
total,144
totaled,10
totaling,8
totalproduction,1
townships,1
toxic,2
track,3
trade,7
traded,4
trades,10
trading,13
traditionally,1
training,1
transact,1
transaction,12
transactions,64
transactionsin,1
transfer,6
transferred,4
transferring,1
transfers,9
transformation,2
transition,6
transmission,5
transport,2
transportation,53
transporting,1
treadway,3
treasury,4
treatment,6
trend,4
trends,19
tribal,4
true,1
trump,8
trust,3
trustee,10
trusts,3
tsr,7
tulsa,2
turmoil,1
turn,4
type,3
types,9
typical,2
typically,8
ultimate,7
ultimately,6
unable,14
unamortized,21
unaudited,2
unauthorized,5
uncertain,6
uncertainties,8
uncertainty,12
uncommon,2
unconsolidated,4
uncontrollable,1
unconventional,3
underfunded,2
undergoes,1
underground,4
underlying,6
undersigned,2
understanding,5
undersupply,1
undertaking,1
underwriters,2
underwriting,2
underwritten,2
undeveloped,67
undiscounted,11
undrilled,5
unduly,1
unemployment,1
unencumbered,1
unexpected,2
unforeseen,2
unfunded,2
unhedged,1
unit,9
united,31
unitization,2
units,22
unitsthe,2
university,2
unknown,3
unless,15
unlikely,1
unobservableplease,1
unpaid,5
unpermitted,2
unprecedented,1
unprocessed,4
unprotected,1
unproved,55
unproven,1
unqualified,2
unreasonable,1
unrecognized,10
unregulated,1
unresolved,3
unrestricted,2
unsatisfied,2
unsecured,12
unsuccessful,7
unusable,1
unused,7
unweighted,2
update,2
updated,5
upheaval,1
upton,4
upward,1
use,55
used,68
useful,3
users,1
uses,12
using,43
usually,1
utah,1
utilities,2
utilization,9
utilize,4
utilized,6
utilizes,1
utilizing,2
valorem,12
valuation,22
valuations,6
value,213
valued,5
valuenon,2
values,19
valuethe,1
valuing,1
vandalism,1
variability,1
variable,8
variables,2
variance,1
variances,2
variations,2
varied,1
varies,1
variety,6
various,40
vary,9
varying,1
vehicles,1
venado,2
venting,5
venture,11
ventures,1
verifying,1
vertical,1
vertically,1
vessels,2
vest,9
vested,16
vesting,16
vi,1
viable,1
vice,4
vicinity,1
vigorous,1
vigorously,1
virtue,1
viruses,1
voc,4
vocs,6
volatile,10
volatilities,2
volatility,17
volume,8
volumes,49
volumesweighted,5
volumetric,1
voluntarily,2
voting,2
vulnerabilities,1
vulnerable,3
wachovia,2
wade,3
waha,5
wait,1
waiting,1
waived,1
waiver,1
warming,5
warrant,4
warranties,1
warrants,2
waste,9
wastes,14
wastewater,2
water,50
waters,4
wave,1
waves,2
way,2
ways,1
weakening,1
weakness,4
weather,8
website,6
weighted,47
weightings,1
wellbore,6
wellbores,1
wellhead,6
wells,138
wells11,1
went,1
west,3
western,4
wetlands,2
wherewithal,1
wide,3
widely,2
widening,1
wider,4
wilderness,1
wildlife,5
william,1
willing,3
willingness,1
williston,5
wind,1
windows,1
winds,1
winter,3
winters,1
wish,1
withdraw,2
withdrawal,1
withdrawn,1
withdrew,1
withheld,2
withhold,1
withholding,1
withholdings,2
withholdings171,1
withholdings199,1
withholdings291,1
wolfcamp,5
words,1
work,4
worker,1
working,18
workover,1
workplace,1
world,4
worthless,1
write,14
wti,17
www,3
wyoming,2
xbrl,6
xto,3
year,249
year1,4
year107,1
year158,1
year175,1
year253,1
year258,1
year30,2
year58,1
year66,1
year68,1
year99,1
years,147
yearslong,1
yes,5
yield,7
yield0,1
yielding,1
yields,1
york,8
young,4
zero,13
zip,1
zone,2
zoning,1
þindicate,2
þthe,1
